"","Source","Target","Weight"
"4864","48-2"," 368.3","0.04761905"
"4865","49-2"," 368.3","0.04761905"
"4869","53-2"," 368.3","0.04761905"
"4872","56-2"," 368.3","0.04761905"
"4877","61-2"," 368.3","0.04761905"
"4890","817"," 368.3","0.04761905"
"4891","818"," 368.3","0.04761905"
"4895","822"," 368.3","0.04761905"
"4896","823"," 368.3","0.04761905"
"4901","828"," 368.3","0.04761905"
"4909","836"," 368.3","0.04761905"
"4910","837"," 368.3","0.04761905"
"4913","840"," 368.3","0.04761905"
"4914","841"," 368.3","0.04761905"
"4918","845"," 368.3","0.04761905"
"4938","865"," 368.3","0.04761905"
"4939","866"," 368.3","0.04761905"
"4943","870"," 368.3","0.04761905"
"4944","871"," 368.3","0.04761905"
"4946","873"," 368.3","0.04761905"
"4947","874"," 368.3","0.04761905"
"4977","60-2"," 373.0","0.50000000"
"4980","63-2"," 373.0","0.50000000"
"5053","33-2"," 377.1","0.16666667"
"5055","36-2"," 377.1","0.16666667"
"5059","40-2"," 377.1","0.16666667"
"5062","44-2"," 377.1","0.16666667"
"5065","47-2"," 377.1","0.16666667"
"5075","57-2"," 377.1","0.16666667"
"5152","31-2"," 378.1","0.08333333"
"5154","33-2"," 378.1","0.08333333"
"5156","36-2"," 378.1","0.08333333"
"5158","38-2"," 378.1","0.08333333"
"5160","40-2"," 378.1","0.08333333"
"5163","44-2"," 378.1","0.08333333"
"5166","47-2"," 378.1","0.08333333"
"5169","50-2"," 378.1","0.08333333"
"5173","54-2"," 378.1","0.08333333"
"5175","56-2"," 378.1","0.08333333"
"5176","57-2"," 378.1","0.08333333"
"5178","59-2"," 378.1","0.08333333"
"5267","47-2"," 388.2","0.10000000"
"5298","821"," 388.2","0.10000000"
"5299","822"," 388.2","0.10000000"
"5302","825"," 388.2","0.10000000"
"5304","827"," 388.2","0.10000000"
"5306","829"," 388.2","0.10000000"
"5313","836"," 388.2","0.10000000"
"5317","840"," 388.2","0.10000000"
"5319","842"," 388.2","0.10000000"
"5342","865"," 388.2","0.10000000"
"5368","47-2"," 389.2","1.00000000"
"5493","71-2"," 397.0","0.50000000"
"5495","73-2"," 397.0","0.50000000"
"5597","817"," 399.1","0.05263158"
"5598","818"," 399.1","0.05263158"
"5599","819"," 399.1","0.05263158"
"5602","822"," 399.1","0.05263158"
"5603","823"," 399.1","0.05263158"
"5604","824"," 399.1","0.05263158"
"5609","829"," 399.1","0.05263158"
"5610","830"," 399.1","0.05263158"
"5611","831"," 399.1","0.05263158"
"5612","832"," 399.1","0.05263158"
"5624","844"," 399.1","0.05263158"
"5626","846"," 399.1","0.05263158"
"5631","851"," 399.1","0.05263158"
"5633","853"," 399.1","0.05263158"
"5636","856"," 399.1","0.05263158"
"5639","859"," 399.1","0.05263158"
"5642","862"," 399.1","0.05263158"
"5645","865"," 399.1","0.05263158"
"5648","868"," 399.1","0.05263158"
"5695","71-2"," 403.0","1.00000000"
"5791","66-2"," 410.0","1.00000000"
"5860","32-2"," 411.0","0.50000000"
"5914","831"," 411.0","0.50000000"
"5961","32-2"," 412.1","0.33333333"
"5975","48-2"," 412.1","0.33333333"
"5976","49-2"," 412.1","0.33333333"
"6095","67-2"," 415.4","1.00000000"
"6217","831"," 416.9","1.00000000"
"6263","31-2"," 428.0","0.01250000"
"6264","32-2"," 428.0","0.01250000"
"6265","33-2"," 428.0","0.01250000"
"6266","34-2"," 428.0","0.01250000"
"6267","36-2"," 428.0","0.01250000"
"6269","38-2"," 428.0","0.01250000"
"6270","39-2"," 428.0","0.01250000"
"6271","40-2"," 428.0","0.01250000"
"6272","42-2"," 428.0","0.01250000"
"6273","43-2"," 428.0","0.01250000"
"6274","44-2"," 428.0","0.01250000"
"6277","47-2"," 428.0","0.01250000"
"6278","48-2"," 428.0","0.01250000"
"6279","49-2"," 428.0","0.01250000"
"6280","50-2"," 428.0","0.01250000"
"6281","51-2"," 428.0","0.01250000"
"6283","53-2"," 428.0","0.01250000"
"6284","54-2"," 428.0","0.01250000"
"6285","55-2"," 428.0","0.01250000"
"6286","56-2"," 428.0","0.01250000"
"6287","57-2"," 428.0","0.01250000"
"6288","58-2"," 428.0","0.01250000"
"6289","59-2"," 428.0","0.01250000"
"6290","60-2"," 428.0","0.01250000"
"6291","61-2"," 428.0","0.01250000"
"6292","62-2"," 428.0","0.01250000"
"6294","64-2"," 428.0","0.01250000"
"6295","65-2"," 428.0","0.01250000"
"6296","66-2"," 428.0","0.01250000"
"6297","67-2"," 428.0","0.01250000"
"6298","68-2"," 428.0","0.01250000"
"6299","69-2"," 428.0","0.01250000"
"6300","70-2"," 428.0","0.01250000"
"6301","71-2"," 428.0","0.01250000"
"6302","72-2"," 428.0","0.01250000"
"6304","817"," 428.0","0.01250000"
"6305","818"," 428.0","0.01250000"
"6306","819"," 428.0","0.01250000"
"6309","822"," 428.0","0.01250000"
"6310","823"," 428.0","0.01250000"
"6311","824"," 428.0","0.01250000"
"6315","828"," 428.0","0.01250000"
"6316","829"," 428.0","0.01250000"
"6317","830"," 428.0","0.01250000"
"6318","831"," 428.0","0.01250000"
"6319","832"," 428.0","0.01250000"
"6320","833"," 428.0","0.01250000"
"6321","834"," 428.0","0.01250000"
"6323","836"," 428.0","0.01250000"
"6324","837"," 428.0","0.01250000"
"6325","838"," 428.0","0.01250000"
"6326","839"," 428.0","0.01250000"
"6327","840"," 428.0","0.01250000"
"6328","841"," 428.0","0.01250000"
"6330","843"," 428.0","0.01250000"
"6331","844"," 428.0","0.01250000"
"6333","846"," 428.0","0.01250000"
"6335","848"," 428.0","0.01250000"
"6337","850"," 428.0","0.01250000"
"6338","851"," 428.0","0.01250000"
"6339","852"," 428.0","0.01250000"
"6340","853"," 428.0","0.01250000"
"6341","854"," 428.0","0.01250000"
"6342","855"," 428.0","0.01250000"
"6343","856"," 428.0","0.01250000"
"6344","857"," 428.0","0.01250000"
"6345","858"," 428.0","0.01250000"
"6346","859"," 428.0","0.01250000"
"6347","860"," 428.0","0.01250000"
"6348","861"," 428.0","0.01250000"
"6349","862"," 428.0","0.01250000"
"6350","863"," 428.0","0.01250000"
"6351","864"," 428.0","0.01250000"
"6352","865"," 428.0","0.01250000"
"6353","866"," 428.0","0.01250000"
"6354","867"," 428.0","0.01250000"
"6355","868"," 428.0","0.01250000"
"6358","871"," 428.0","0.01250000"
"6361","874"," 428.0","0.01250000"
"6362","875"," 428.0","0.01250000"
"6368","36-2"," 429.0","0.10000000"
"6431","843"," 429.0","0.10000000"
"6434","846"," 429.0","0.10000000"
"6442","854"," 429.0","0.10000000"
"6443","855"," 429.0","0.10000000"
"6444","856"," 429.0","0.10000000"
"6445","857"," 429.0","0.10000000"
"6447","859"," 429.0","0.10000000"
"6453","865"," 429.0","0.10000000"
"6455","867"," 429.0","0.10000000"
"6465","31-2"," 429.3","0.05555556"
"6467","33-2"," 429.3","0.05555556"
"6469","36-2"," 429.3","0.05555556"
"6470","37-2"," 429.3","0.05555556"
"6471","38-2"," 429.3","0.05555556"
"6473","40-2"," 429.3","0.05555556"
"6476","44-2"," 429.3","0.05555556"
"6477","45-2"," 429.3","0.05555556"
"6478","46-2"," 429.3","0.05555556"
"6488","56-2"," 429.3","0.05555556"
"6489","57-2"," 429.3","0.05555556"
"6491","59-2"," 429.3","0.05555556"
"6509","820"," 429.3","0.05555556"
"6517","828"," 429.3","0.05555556"
"6519","830"," 429.3","0.05555556"
"6530","841"," 429.3","0.05555556"
"6540","851"," 429.3","0.05555556"
"6555","866"," 429.3","0.05555556"
"6567","32-2"," 438.2","1.00000000"
"6667","31-2"," 440.1","0.08333333"
"6669","33-2"," 440.1","0.08333333"
"6671","36-2"," 440.1","0.08333333"
"6673","38-2"," 440.1","0.08333333"
"6675","40-2"," 440.1","0.08333333"
"6678","44-2"," 440.1","0.08333333"
"6681","47-2"," 440.1","0.08333333"
"6684","50-2"," 440.1","0.08333333"
"6688","54-2"," 440.1","0.08333333"
"6691","57-2"," 440.1","0.08333333"
"6694","60-2"," 440.1","0.08333333"
"6697","63-2"," 440.1","0.08333333"
"6768","31-2"," 441.0","0.01086957"
"6769","32-2"," 441.0","0.01086957"
"6770","33-2"," 441.0","0.01086957"
"6771","34-2"," 441.0","0.01086957"
"6772","36-2"," 441.0","0.01086957"
"6773","37-2"," 441.0","0.01086957"
"6774","38-2"," 441.0","0.01086957"
"6775","39-2"," 441.0","0.01086957"
"6776","40-2"," 441.0","0.01086957"
"6777","42-2"," 441.0","0.01086957"
"6778","43-2"," 441.0","0.01086957"
"6779","44-2"," 441.0","0.01086957"
"6780","45-2"," 441.0","0.01086957"
"6781","46-2"," 441.0","0.01086957"
"6782","47-2"," 441.0","0.01086957"
"6783","48-2"," 441.0","0.01086957"
"6784","49-2"," 441.0","0.01086957"
"6785","50-2"," 441.0","0.01086957"
"6786","51-2"," 441.0","0.01086957"
"6787","52-2"," 441.0","0.01086957"
"6788","53-2"," 441.0","0.01086957"
"6789","54-2"," 441.0","0.01086957"
"6790","55-2"," 441.0","0.01086957"
"6791","56-2"," 441.0","0.01086957"
"6792","57-2"," 441.0","0.01086957"
"6793","58-2"," 441.0","0.01086957"
"6794","59-2"," 441.0","0.01086957"
"6795","60-2"," 441.0","0.01086957"
"6796","61-2"," 441.0","0.01086957"
"6797","62-2"," 441.0","0.01086957"
"6798","63-2"," 441.0","0.01086957"
"6799","64-2"," 441.0","0.01086957"
"6800","65-2"," 441.0","0.01086957"
"6801","66-2"," 441.0","0.01086957"
"6802","67-2"," 441.0","0.01086957"
"6803","68-2"," 441.0","0.01086957"
"6804","69-2"," 441.0","0.01086957"
"6805","70-2"," 441.0","0.01086957"
"6806","71-2"," 441.0","0.01086957"
"6807","72-2"," 441.0","0.01086957"
"6808","73-2"," 441.0","0.01086957"
"6809","817"," 441.0","0.01086957"
"6810","818"," 441.0","0.01086957"
"6811","819"," 441.0","0.01086957"
"6812","820"," 441.0","0.01086957"
"6813","821"," 441.0","0.01086957"
"6814","822"," 441.0","0.01086957"
"6815","823"," 441.0","0.01086957"
"6816","824"," 441.0","0.01086957"
"6817","825"," 441.0","0.01086957"
"6820","828"," 441.0","0.01086957"
"6821","829"," 441.0","0.01086957"
"6822","830"," 441.0","0.01086957"
"6823","831"," 441.0","0.01086957"
"6824","832"," 441.0","0.01086957"
"6825","833"," 441.0","0.01086957"
"6826","834"," 441.0","0.01086957"
"6828","836"," 441.0","0.01086957"
"6829","837"," 441.0","0.01086957"
"6830","838"," 441.0","0.01086957"
"6831","839"," 441.0","0.01086957"
"6832","840"," 441.0","0.01086957"
"6833","841"," 441.0","0.01086957"
"6835","843"," 441.0","0.01086957"
"6836","844"," 441.0","0.01086957"
"6837","845"," 441.0","0.01086957"
"6838","846"," 441.0","0.01086957"
"6839","847"," 441.0","0.01086957"
"6840","848"," 441.0","0.01086957"
"6842","850"," 441.0","0.01086957"
"6843","851"," 441.0","0.01086957"
"6844","852"," 441.0","0.01086957"
"6845","853"," 441.0","0.01086957"
"6846","854"," 441.0","0.01086957"
"6847","855"," 441.0","0.01086957"
"6848","856"," 441.0","0.01086957"
"6849","857"," 441.0","0.01086957"
"6850","858"," 441.0","0.01086957"
"6851","859"," 441.0","0.01086957"
"6852","860"," 441.0","0.01086957"
"6853","861"," 441.0","0.01086957"
"6854","862"," 441.0","0.01086957"
"6855","863"," 441.0","0.01086957"
"6856","864"," 441.0","0.01086957"
"6857","865"," 441.0","0.01086957"
"6858","866"," 441.0","0.01086957"
"6859","867"," 441.0","0.01086957"
"6862","870"," 441.0","0.01086957"
"6863","871"," 441.0","0.01086957"
"6864","872"," 441.0","0.01086957"
"6866","874"," 441.0","0.01086957"
"6867","875"," 441.0","0.01086957"
"6869","31-2"," 442.0","0.01492537"
"6871","33-2"," 442.0","0.01492537"
"6872","34-2"," 442.0","0.01492537"
"6873","36-2"," 442.0","0.01492537"
"6874","37-2"," 442.0","0.01492537"
"6875","38-2"," 442.0","0.01492537"
"6877","40-2"," 442.0","0.01492537"
"6878","42-2"," 442.0","0.01492537"
"6879","43-2"," 442.0","0.01492537"
"6880","44-2"," 442.0","0.01492537"
"6881","45-2"," 442.0","0.01492537"
"6882","46-2"," 442.0","0.01492537"
"6883","47-2"," 442.0","0.01492537"
"6886","50-2"," 442.0","0.01492537"
"6887","51-2"," 442.0","0.01492537"
"6888","52-2"," 442.0","0.01492537"
"6889","53-2"," 442.0","0.01492537"
"6890","54-2"," 442.0","0.01492537"
"6891","55-2"," 442.0","0.01492537"
"6893","57-2"," 442.0","0.01492537"
"6895","59-2"," 442.0","0.01492537"
"6896","60-2"," 442.0","0.01492537"
"6898","62-2"," 442.0","0.01492537"
"6899","63-2"," 442.0","0.01492537"
"6900","64-2"," 442.0","0.01492537"
"6901","65-2"," 442.0","0.01492537"
"6902","66-2"," 442.0","0.01492537"
"6903","67-2"," 442.0","0.01492537"
"6904","68-2"," 442.0","0.01492537"
"6905","69-2"," 442.0","0.01492537"
"6907","71-2"," 442.0","0.01492537"
"6908","72-2"," 442.0","0.01492537"
"6909","73-2"," 442.0","0.01492537"
"6910","817"," 442.0","0.01492537"
"6911","818"," 442.0","0.01492537"
"6913","820"," 442.0","0.01492537"
"6915","822"," 442.0","0.01492537"
"6917","824"," 442.0","0.01492537"
"6923","830"," 442.0","0.01492537"
"6924","831"," 442.0","0.01492537"
"6926","833"," 442.0","0.01492537"
"6930","837"," 442.0","0.01492537"
"6931","838"," 442.0","0.01492537"
"6932","839"," 442.0","0.01492537"
"6933","840"," 442.0","0.01492537"
"6937","844"," 442.0","0.01492537"
"6939","846"," 442.0","0.01492537"
"6941","848"," 442.0","0.01492537"
"6943","850"," 442.0","0.01492537"
"6944","851"," 442.0","0.01492537"
"6945","852"," 442.0","0.01492537"
"6946","853"," 442.0","0.01492537"
"6947","854"," 442.0","0.01492537"
"6949","856"," 442.0","0.01492537"
"6950","857"," 442.0","0.01492537"
"6953","860"," 442.0","0.01492537"
"6954","861"," 442.0","0.01492537"
"6955","862"," 442.0","0.01492537"
"6956","863"," 442.0","0.01492537"
"6958","865"," 442.0","0.01492537"
"6959","866"," 442.0","0.01492537"
"6960","867"," 442.0","0.01492537"
"6964","871"," 442.0","0.01492537"
"6965","872"," 442.0","0.01492537"
"6966","873"," 442.0","0.01492537"
"6967","874"," 442.0","0.01492537"
"6968","875"," 442.0","0.01492537"
"6970","31-2"," 443.0","0.01315789"
"6971","32-2"," 443.0","0.01315789"
"6972","33-2"," 443.0","0.01315789"
"6973","34-2"," 443.0","0.01315789"
"6974","36-2"," 443.0","0.01315789"
"6975","37-2"," 443.0","0.01315789"
"6976","38-2"," 443.0","0.01315789"
"6977","39-2"," 443.0","0.01315789"
"6978","40-2"," 443.0","0.01315789"
"6979","42-2"," 443.0","0.01315789"
"6980","43-2"," 443.0","0.01315789"
"6981","44-2"," 443.0","0.01315789"
"6982","45-2"," 443.0","0.01315789"
"6983","46-2"," 443.0","0.01315789"
"6984","47-2"," 443.0","0.01315789"
"6985","48-2"," 443.0","0.01315789"
"6986","49-2"," 443.0","0.01315789"
"6988","51-2"," 443.0","0.01315789"
"6989","52-2"," 443.0","0.01315789"
"6990","53-2"," 443.0","0.01315789"
"6992","55-2"," 443.0","0.01315789"
"6993","56-2"," 443.0","0.01315789"
"6994","57-2"," 443.0","0.01315789"
"6996","59-2"," 443.0","0.01315789"
"6997","60-2"," 443.0","0.01315789"
"6998","61-2"," 443.0","0.01315789"
"6999","62-2"," 443.0","0.01315789"
"7001","64-2"," 443.0","0.01315789"
"7002","65-2"," 443.0","0.01315789"
"7003","66-2"," 443.0","0.01315789"
"7004","67-2"," 443.0","0.01315789"
"7005","68-2"," 443.0","0.01315789"
"7006","69-2"," 443.0","0.01315789"
"7007","70-2"," 443.0","0.01315789"
"7008","71-2"," 443.0","0.01315789"
"7009","72-2"," 443.0","0.01315789"
"7010","73-2"," 443.0","0.01315789"
"7011","817"," 443.0","0.01315789"
"7012","818"," 443.0","0.01315789"
"7013","819"," 443.0","0.01315789"
"7015","821"," 443.0","0.01315789"
"7016","822"," 443.0","0.01315789"
"7018","824"," 443.0","0.01315789"
"7022","828"," 443.0","0.01315789"
"7023","829"," 443.0","0.01315789"
"7024","830"," 443.0","0.01315789"
"7025","831"," 443.0","0.01315789"
"7026","832"," 443.0","0.01315789"
"7027","833"," 443.0","0.01315789"
"7030","836"," 443.0","0.01315789"
"7031","837"," 443.0","0.01315789"
"7032","838"," 443.0","0.01315789"
"7033","839"," 443.0","0.01315789"
"7034","840"," 443.0","0.01315789"
"7035","841"," 443.0","0.01315789"
"7037","843"," 443.0","0.01315789"
"7038","844"," 443.0","0.01315789"
"7044","850"," 443.0","0.01315789"
"7045","851"," 443.0","0.01315789"
"7046","852"," 443.0","0.01315789"
"7047","853"," 443.0","0.01315789"
"7048","854"," 443.0","0.01315789"
"7050","856"," 443.0","0.01315789"
"7051","857"," 443.0","0.01315789"
"7052","858"," 443.0","0.01315789"
"7053","859"," 443.0","0.01315789"
"7054","860"," 443.0","0.01315789"
"7055","861"," 443.0","0.01315789"
"7056","862"," 443.0","0.01315789"
"7057","863"," 443.0","0.01315789"
"7058","864"," 443.0","0.01315789"
"7059","865"," 443.0","0.01315789"
"7060","866"," 443.0","0.01315789"
"7061","867"," 443.0","0.01315789"
"7068","874"," 443.0","0.01315789"
"7069","875"," 443.0","0.01315789"
"7073","33-2"," 444.0","0.04761905"
"7083","45-2"," 444.0","0.04761905"
"7084","46-2"," 444.0","0.04761905"
"7089","51-2"," 444.0","0.04761905"
"7090","52-2"," 444.0","0.04761905"
"7093","55-2"," 444.0","0.04761905"
"7095","57-2"," 444.0","0.04761905"
"7098","60-2"," 444.0","0.04761905"
"7102","64-2"," 444.0","0.04761905"
"7103","65-2"," 444.0","0.04761905"
"7104","66-2"," 444.0","0.04761905"
"7105","67-2"," 444.0","0.04761905"
"7106","68-2"," 444.0","0.04761905"
"7107","69-2"," 444.0","0.04761905"
"7109","71-2"," 444.0","0.04761905"
"7110","72-2"," 444.0","0.04761905"
"7111","73-2"," 444.0","0.04761905"
"7126","831"," 444.0","0.04761905"
"7133","838"," 444.0","0.04761905"
"7157","862"," 444.0","0.04761905"
"7158","863"," 444.0","0.04761905"
"7172","31-2"," 451.7","0.01449275"
"7173","32-2"," 451.7","0.01449275"
"7174","33-2"," 451.7","0.01449275"
"7175","34-2"," 451.7","0.01449275"
"7176","36-2"," 451.7","0.01449275"
"7178","38-2"," 451.7","0.01449275"
"7179","39-2"," 451.7","0.01449275"
"7180","40-2"," 451.7","0.01449275"
"7182","43-2"," 451.7","0.01449275"
"7183","44-2"," 451.7","0.01449275"
"7186","47-2"," 451.7","0.01449275"
"7189","50-2"," 451.7","0.01449275"
"7190","51-2"," 451.7","0.01449275"
"7192","53-2"," 451.7","0.01449275"
"7193","54-2"," 451.7","0.01449275"
"7195","56-2"," 451.7","0.01449275"
"7196","57-2"," 451.7","0.01449275"
"7198","59-2"," 451.7","0.01449275"
"7200","61-2"," 451.7","0.01449275"
"7203","64-2"," 451.7","0.01449275"
"7205","66-2"," 451.7","0.01449275"
"7207","68-2"," 451.7","0.01449275"
"7210","71-2"," 451.7","0.01449275"
"7211","72-2"," 451.7","0.01449275"
"7213","817"," 451.7","0.01449275"
"7214","818"," 451.7","0.01449275"
"7215","819"," 451.7","0.01449275"
"7216","820"," 451.7","0.01449275"
"7217","821"," 451.7","0.01449275"
"7218","822"," 451.7","0.01449275"
"7219","823"," 451.7","0.01449275"
"7220","824"," 451.7","0.01449275"
"7221","825"," 451.7","0.01449275"
"7223","827"," 451.7","0.01449275"
"7225","829"," 451.7","0.01449275"
"7226","830"," 451.7","0.01449275"
"7227","831"," 451.7","0.01449275"
"7228","832"," 451.7","0.01449275"
"7230","834"," 451.7","0.01449275"
"7232","836"," 451.7","0.01449275"
"7233","837"," 451.7","0.01449275"
"7234","838"," 451.7","0.01449275"
"7236","840"," 451.7","0.01449275"
"7239","843"," 451.7","0.01449275"
"7240","844"," 451.7","0.01449275"
"7241","845"," 451.7","0.01449275"
"7243","847"," 451.7","0.01449275"
"7244","848"," 451.7","0.01449275"
"7245","849"," 451.7","0.01449275"
"7246","850"," 451.7","0.01449275"
"7248","852"," 451.7","0.01449275"
"7250","854"," 451.7","0.01449275"
"7251","855"," 451.7","0.01449275"
"7252","856"," 451.7","0.01449275"
"7253","857"," 451.7","0.01449275"
"7254","858"," 451.7","0.01449275"
"7255","859"," 451.7","0.01449275"
"7256","860"," 451.7","0.01449275"
"7257","861"," 451.7","0.01449275"
"7258","862"," 451.7","0.01449275"
"7259","863"," 451.7","0.01449275"
"7260","864"," 451.7","0.01449275"
"7261","865"," 451.7","0.01449275"
"7262","866"," 451.7","0.01449275"
"7263","867"," 451.7","0.01449275"
"7266","870"," 451.7","0.01449275"
"7267","871"," 451.7","0.01449275"
"7270","874"," 451.7","0.01449275"
"7271","875"," 451.7","0.01449275"
"7280","39-2"," 454.3","0.25000000"
"7306","66-2"," 454.3","0.25000000"
"7312","72-2"," 454.3","0.25000000"
"7363","866"," 454.3","0.25000000"
"7385","44-2"," 455.3","1.00000000"
"7476","32-2"," 456.2","0.05000000"
"7481","38-2"," 456.2","0.05000000"
"7482","39-2"," 456.2","0.05000000"
"7484","42-2"," 456.2","0.05000000"
"7485","43-2"," 456.2","0.05000000"
"7486","44-2"," 456.2","0.05000000"
"7489","47-2"," 456.2","0.05000000"
"7490","48-2"," 456.2","0.05000000"
"7491","49-2"," 456.2","0.05000000"
"7492","50-2"," 456.2","0.05000000"
"7493","51-2"," 456.2","0.05000000"
"7495","53-2"," 456.2","0.05000000"
"7496","54-2"," 456.2","0.05000000"
"7498","56-2"," 456.2","0.05000000"
"7500","58-2"," 456.2","0.05000000"
"7503","61-2"," 456.2","0.05000000"
"7504","62-2"," 456.2","0.05000000"
"7512","70-2"," 456.2","0.05000000"
"7514","72-2"," 456.2","0.05000000"
"7563","864"," 456.2","0.05000000"
"7576","31-2"," 457.3","0.02941176"
"7577","32-2"," 457.3","0.02941176"
"7578","33-2"," 457.3","0.02941176"
"7580","36-2"," 457.3","0.02941176"
"7581","37-2"," 457.3","0.02941176"
"7582","38-2"," 457.3","0.02941176"
"7584","40-2"," 457.3","0.02941176"
"7587","44-2"," 457.3","0.02941176"
"7588","45-2"," 457.3","0.02941176"
"7589","46-2"," 457.3","0.02941176"
"7590","47-2"," 457.3","0.02941176"
"7591","48-2"," 457.3","0.02941176"
"7592","49-2"," 457.3","0.02941176"
"7593","50-2"," 457.3","0.02941176"
"7596","53-2"," 457.3","0.02941176"
"7597","54-2"," 457.3","0.02941176"
"7599","56-2"," 457.3","0.02941176"
"7600","57-2"," 457.3","0.02941176"
"7601","58-2"," 457.3","0.02941176"
"7602","59-2"," 457.3","0.02941176"
"7604","61-2"," 457.3","0.02941176"
"7613","70-2"," 457.3","0.02941176"
"7615","72-2"," 457.3","0.02941176"
"7616","73-2"," 457.3","0.02941176"
"7618","818"," 457.3","0.02941176"
"7620","820"," 457.3","0.02941176"
"7623","823"," 457.3","0.02941176"
"7628","828"," 457.3","0.02941176"
"7630","830"," 457.3","0.02941176"
"7632","832"," 457.3","0.02941176"
"7637","837"," 457.3","0.02941176"
"7644","844"," 457.3","0.02941176"
"7645","845"," 457.3","0.02941176"
"7651","851"," 457.3","0.02941176"
"7677","31-2"," 458.1","0.05000000"
"7678","32-2"," 458.1","0.05000000"
"7679","33-2"," 458.1","0.05000000"
"7680","34-2"," 458.1","0.05000000"
"7681","36-2"," 458.1","0.05000000"
"7683","38-2"," 458.1","0.05000000"
"7686","42-2"," 458.1","0.05000000"
"7691","47-2"," 458.1","0.05000000"
"7692","48-2"," 458.1","0.05000000"
"7693","49-2"," 458.1","0.05000000"
"7697","53-2"," 458.1","0.05000000"
"7699","55-2"," 458.1","0.05000000"
"7702","58-2"," 458.1","0.05000000"
"7704","60-2"," 458.1","0.05000000"
"7705","61-2"," 458.1","0.05000000"
"7706","62-2"," 458.1","0.05000000"
"7712","68-2"," 458.1","0.05000000"
"7714","70-2"," 458.1","0.05000000"
"7715","71-2"," 458.1","0.05000000"
"7716","72-2"," 458.1","0.05000000"
"7789","44-2"," 458.4","0.25000000"
"7791","46-2"," 458.4","0.25000000"
"7802","57-2"," 458.4","0.25000000"
"7830","828"," 458.4","0.25000000"
"7920","817"," 466.0","0.09090909"
"7924","821"," 466.0","0.09090909"
"7932","829"," 466.0","0.09090909"
"7946","843"," 466.0","0.09090909"
"7957","854"," 466.0","0.09090909"
"7959","856"," 466.0","0.09090909"
"7960","857"," 466.0","0.09090909"
"7962","859"," 466.0","0.09090909"
"7968","865"," 466.0","0.09090909"
"7970","867"," 466.0","0.09090909"
"7978","875"," 466.0","0.09090909"
"8035","831"," 479.0","1.00000000"
"8081","31-2"," 490.0","0.01587302"
"8083","33-2"," 490.0","0.01587302"
"8084","34-2"," 490.0","0.01587302"
"8085","36-2"," 490.0","0.01587302"
"8087","38-2"," 490.0","0.01587302"
"8090","42-2"," 490.0","0.01587302"
"8091","43-2"," 490.0","0.01587302"
"8095","47-2"," 490.0","0.01587302"
"8099","51-2"," 490.0","0.01587302"
"8102","54-2"," 490.0","0.01587302"
"8103","55-2"," 490.0","0.01587302"
"8104","56-2"," 490.0","0.01587302"
"8107","59-2"," 490.0","0.01587302"
"8110","62-2"," 490.0","0.01587302"
"8112","64-2"," 490.0","0.01587302"
"8114","66-2"," 490.0","0.01587302"
"8116","68-2"," 490.0","0.01587302"
"8117","69-2"," 490.0","0.01587302"
"8119","71-2"," 490.0","0.01587302"
"8120","72-2"," 490.0","0.01587302"
"8122","817"," 490.0","0.01587302"
"8123","818"," 490.0","0.01587302"
"8124","819"," 490.0","0.01587302"
"8125","820"," 490.0","0.01587302"
"8126","821"," 490.0","0.01587302"
"8127","822"," 490.0","0.01587302"
"8128","823"," 490.0","0.01587302"
"8129","824"," 490.0","0.01587302"
"8130","825"," 490.0","0.01587302"
"8132","827"," 490.0","0.01587302"
"8134","829"," 490.0","0.01587302"
"8135","830"," 490.0","0.01587302"
"8136","831"," 490.0","0.01587302"
"8139","834"," 490.0","0.01587302"
"8141","836"," 490.0","0.01587302"
"8142","837"," 490.0","0.01587302"
"8143","838"," 490.0","0.01587302"
"8145","840"," 490.0","0.01587302"
"8148","843"," 490.0","0.01587302"
"8149","844"," 490.0","0.01587302"
"8150","845"," 490.0","0.01587302"
"8151","846"," 490.0","0.01587302"
"8152","847"," 490.0","0.01587302"
"8153","848"," 490.0","0.01587302"
"8155","850"," 490.0","0.01587302"
"8157","852"," 490.0","0.01587302"
"8159","854"," 490.0","0.01587302"
"8160","855"," 490.0","0.01587302"
"8161","856"," 490.0","0.01587302"
"8162","857"," 490.0","0.01587302"
"8163","858"," 490.0","0.01587302"
"8164","859"," 490.0","0.01587302"
"8165","860"," 490.0","0.01587302"
"8166","861"," 490.0","0.01587302"
"8167","862"," 490.0","0.01587302"
"8168","863"," 490.0","0.01587302"
"8169","864"," 490.0","0.01587302"
"8170","865"," 490.0","0.01587302"
"8172","867"," 490.0","0.01587302"
"8175","870"," 490.0","0.01587302"
"8176","871"," 490.0","0.01587302"
"8179","874"," 490.0","0.01587302"
"8180","875"," 490.0","0.01587302"
"8200","51-2"," 492.0","0.10000000"
"8213","64-2"," 492.0","0.10000000"
"8215","66-2"," 492.0","0.10000000"
"8220","71-2"," 492.0","0.10000000"
"8243","837"," 492.0","0.10000000"
"8262","856"," 492.0","0.10000000"
"8263","857"," 492.0","0.10000000"
"8267","861"," 492.0","0.10000000"
"8280","874"," 492.0","0.10000000"
"8281","875"," 492.0","0.10000000"
"8338","831"," 492.9","1.00000000"
"8425","817"," 504.0","0.33333333"
"8464","856"," 504.0","0.33333333"
"8475","867"," 504.0","0.33333333"
